ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,COLLECTION_DATE,DELETED
659,Religious powder,Gulal powder,Lead,10,ppm,UNKNOWN OR NOT STATED,INDIA,12/03/2012 12:00:00 AM,No
939,Food-Spice,Mixed spices,Lead,1.4,ppm,UNKNOWN OR NOT STATED,IRAQ,10/25/2013 12:00:00 AM,No
556,Toys/Children's Products,Water Soluble Painting Crayons,Lead,5.1,ppm,Caran D'Ache,SWITZERLAND,08/10/2012 12:00:00 AM,No
599,Dietary Supplement/Medications/Remedy,Unlabeled powder (Ayurvedic),Lead,7.4,ppm,UNKNOWN OR NOT STATED,INDIA,09/20/2012 12:00:00 AM,No
143,Food Other,Tan cookies,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,04/28/2011 12:00:00 AM,No
57,Food-Spice,Turmeric powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/22/2011 12:00:00 AM,No
482,Food-Spice,Chili Powder,Lead,2.8,ppm,Unmarked package,BANGLADESH,06/02/2012 12:00:00 AM,No
157,Cosmetics,Ruby Rose Deluxe Makeup Kit (Eyeshadow),Lead,11,ppm,Ruby Rose Cosmetique S.A.R.L.,GEORGIA,05/04/2011 12:00:00 AM,No
1057,Food-Spice,Turmeric,Lead,160,ppm,UNKNOWN OR NOT STATED,BANGLADESH,02/24/2014 12:00:00 AM,No
569,Cosmetics,Religious Ash,Lead,140,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/22/2012 12:00:00 AM,No
819,Food-Spice,Turmeric root,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/25/2013 12:00:00 AM,No
1036,Food Other,Maggi Magic Sarap,Lead,-1,ppm,Nestle Phillipines Inc,PHILIPPINES,01/17/2014 12:00:00 AM,No
1438,Toys/Children's Products,Blocks,Lead,-1,ppm,Melissa and Doug,UNITED STATES,03/03/2015 12:00:00 AM,No
341,Food-Spice,Georgian spice,Lead,8.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/12/2011 12:00:00 AM,No
928,Food-Spice,Vegetable Hot Soup Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/22/2013 12:00:00 AM,No
1632,Dietary Supplement/Medications/Remedy,Poria & Peony Combo Extract (Conc)/Shu Gan Wan,Lead,1.1,ppm,Lanzhou Traditional Herbs,CHINA,12/16/2015 12:00:00 AM,No
1271,Food-Spice,Biryani spice,Lead,0.75,ppm,UNKNOWN OR NOT STATED,PAKISTAN,02/13/2015 12:00:00 AM,No
1505,Food-Candy,Vero Mango Lolly Pop,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,06/17/2015 12:00:00 AM,No
1147,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/12/2014 12:00:00 AM,No
488,Cosmetics,Mud Facial,Lead,14,ppm,UNKNOWN OR NOT STATED,LIBERIA,06/07/2012 12:00:00 AM,No
99,Food-Spice,Unlabeled spice,Lead,-1,ppm,Preema International LTD,UNITED KINGDOM,04/11/2011 12:00:00 AM,No
379,Toys/Children's Products,Crayon,Lead,0.74,ppm,Crayola,UNITED STATES,01/31/2012 12:00:00 AM,No
681,Food-Spice,Ginger Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,MOROCCO,12/12/2012 12:00:00 AM,No
82,Food Other,Orange food coloring,Lead,-1,ppm,UNKNOWN OR NOT STATED,MOROCCO,04/06/2011 12:00:00 AM,No
1463,Dietary Supplement/Medications/Remedy,Herbal pills,Lead,6.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,No
703,Food-Spice,Paprika/Spice,Lead,-1,ppm,UNKNOWN OR NOT STATED,HUNGARY,02/01/2013 12:00:00 AM,No
441,Food-Candy,Rebanaditas lollipop,Lead,-1,ppm,Candy Pops S.A. DE C.V.,MEXICO,04/30/2012 12:00:00 AM,No
1481,Food-Spice,Georgian spice,Lead,0.57,ppm,UNKNOWN OR NOT STATED,GEORGIA,04/02/2015 12:00:00 AM,No
1316,Dietary Supplement/Medications/Remedy,Brahmi Bati (Ayurvedic),Mercury,2.7,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
1079,Cosmetics,Cora Super White brightening gel,Lead,-1,ppm,Under license of Cora Jacobsohn,LEBANON,04/01/2014 12:00:00 AM,No
1078,Cosmetics,Venus de Milo cream beauty soap,Mercury,-1,ppm,UNKNOWN OR NOT STATED,JORDAN,04/01/2014 12:00:00 AM,No
1356,Dietary Supplement/Medications/Remedy,Marichyadi Bati (Ayurvedic),Arsenic,7.1,ppm,Shree Baidyanath; Ayurved Bhawan Pvt. Ltd.,INDIA,02/25/2015 12:00:00 AM,No
1180,Food-Spice,Kondarie,Lead,1,ppm,UNKNOWN OR NOT STATED,GEORGIA,08/14/2014 12:00:00 AM,No
1099,Cosmetics,Precious Ultra Brightening Gel,Lead,-1,ppm,Precious Beauty Products Ltd,LEBANON,04/01/2014 12:00:00 AM,No
1514,Food-Spice,Curry powder,Lead,0.44,ppm,UNKNOWN OR NOT STATED,JAMAICA,07/23/2015 12:00:00 AM,No
1308,Dietary Supplement/Medications/Remedy,Rajahpravartini Bati (Ayurvedic),Lead,33,ppm,Shree Baidyanath Ayurved Bahwan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
1389,Dietary Supplement/Medications/Remedy,Rajbati (Gandhak Bati)(Gandhak&Sonth) (Ayurvedic),Lead,5.6,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
1334,Dietary Supplement/Medications/Remedy,Chitrakadi Bati (Ayurvedic),Mercury,4.9,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
183,Dietary Supplement/Medications/Remedy,Bal Sathi Children's Capillary (Ayurvedic),Mercury,0.1,ppm,M/S. Vaidya Jagannath G. Dwivedi,INDIA,05/17/2011 12:00:00 AM,No
443,Food Other,Dulces Vero Mango,Lead,1,ppm,"Cofiterra Mexicana, S.A. DE C.V.",MEXICO,04/30/2012 12:00:00 AM,No
107,Food-Spice,Cardamon   Chili pepper   Cinnamon,Lead,0.91,ppm,UNKNOWN OR NOT STATED,BANGLADESH,04/14/2011 12:00:00 AM,No
258,Food Other,Tea leaves,Lead,-1,ppm,Al-K Bous,YEMEN,08/09/2011 12:00:00 AM,No
1456,Dietary Supplement/Medications/Remedy,Herbal Tablets,Lead,4.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,No
933,Food-Spice,Georgian spice,Lead,3.9,ppm,UNKNOWN OR NOT STATED,GEORGIA,10/25/2013 12:00:00 AM,No
148,Food-Spice,Suneli,Lead,14000,ppm,UNKNOWN OR NOT STATED,GEORGIA,05/03/2011 12:00:00 AM,No
1502,Food Other,Farina (cereal),Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,06/09/2015 12:00:00 AM,No
1482,Toys/Children's Products,Toy car,Lead,110,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/08/2015 12:00:00 AM,No
725,Food-Spice,Xarcho,Lead,1.1,ppm,UNKNOWN OR NOT STATED,GEORGIA,02/21/2013 12:00:00 AM,No
35,Food-Spice,Turmeric powder,Lead,760,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/05/2011 12:00:00 AM,No
975,Dietary Supplement/Medications/Remedy,Long Dan Xie Gan Tang,Lead,3,ppm,Meridian Pro,CHINA,11/15/2013 12:00:00 AM,No
389,Food Other,Aahu Barah (Rice),Lead,-1,ppm,Naveed Traders,PAKISTAN,02/14/2012 12:00:00 AM,No
1474,Dietary Supplement/Medications/Remedy,Herbal tablets,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,No
1462,Dietary Supplement/Medications/Remedy,Herbal pills,Arsenic,14,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,No
21,Food Other,Cheetos Crunchy,Lead,-1,ppm,Frito Lays,DOMINICAN REPUBLIC,02/07/2011 12:00:00 AM,No
293,Food Other,Fruit in syrup,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/08/2011 12:00:00 AM,No
826,Food-Spice,Green spices,Lead,7100,ppm,UNKNOWN OR NOT STATED,PAKISTAN,06/27/2013 12:00:00 AM,No
1134,Tableware/Pottery,Orange mug,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/22/2014 12:00:00 AM,No
182,Dietary Supplement/Medications/Remedy,Bal Sathi Children's Capillary (Ayurvedic),Lead,0.79,ppm,M/S. Vaidya Jagannath G. Dwivedi,INDIA,05/17/2011 12:00:00 AM,No
733,Food-Spice,Cumin,Lead,0.36,ppm,UNKNOWN OR NOT STATED,PAKISTAN,03/05/2013 12:00:00 AM,No
1059,Food Other,Black Tea,Lead,-1,ppm,Tapal Danedar,PAKISTAN,02/27/2014 12:00:00 AM,No
366,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Mercury,70000,ppm,Ban Labs Ltd.,INDIA,01/23/2012 12:00:00 AM,No
896,Food-Spice,Ground okra powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,MALI,09/04/2013 12:00:00 AM,No
214,Toys/Children's Products,Toy,Lead,-1,ppm,Melissa & Doug LLC,UNKNOWN OR NOT STATED,06/08/2011 12:00:00 AM,No
114,Food-Spice,Chili powder,Lead,-1,ppm,Radhuni,BANGLADESH,04/18/2011 12:00:00 AM,No
160,Food-Spice,Chili pepper,Lead,6.2,ppm,UNKNOWN OR NOT STATED,GEORGIA,05/04/2011 12:00:00 AM,No
74,Dietary Supplement/Medications/Remedy,Mahashakti Rasayan (Ayurvedic),Lead,9400,ppm,Vyas Pharmaceuticals,INDIA,03/30/2011 12:00:00 AM,No
973,Dietary Supplement/Medications/Remedy,Long Dan Xie Gan Tang,Arsenic,-1,ppm,Meridian Pro,CHINA,11/15/2013 12:00:00 AM,No
710,Food-Spice,Meat Spices,Lead,-1,ppm,UNKNOWN OR NOT STATED,GEORGIA,02/05/2013 12:00:00 AM,No
1549,Food Other,Mugbean,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/07/2015 12:00:00 AM,No
645,Religious powder,Red Sindoor,Mercury,-1,ppm,UNKNOWN OR NOT STATED,INDIA,11/21/2012 12:00:00 AM,No
141,Toys/Children's Products,Painted brown ceramic miniature pot,Lead,8900,ppm,UNKNOWN OR NOT STATED,MEXICO,04/28/2011 12:00:00 AM,No
254,Food Other,Churritos,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/20/2011 12:00:00 AM,No
740,Food-Spice,Coriander Powder,Lead,2.4,ppm,UNKNOWN OR NOT STATED,INDIA,03/22/2013 12:00:00 AM,No
1493,Toys/Children's Products,Toy pen,Lead,-1,ppm,Fisher Price,UNITED STATES,05/11/2015 12:00:00 AM,No
993,Dietary Supplement/Medications/Remedy,Rejvon (Ayurvedic),Arsenic,9.7,ppm,UNKNOWN OR NOT STATED,INDIA,12/10/2013 12:00:00 AM,No
251,Food-Candy,Tarrito Lollipop (Dulces Vero) candy,Lead,-1,ppm,Dulces Vero,MEXICO,07/20/2011 12:00:00 AM,No
1158,Dietary Supplement/Medications/Remedy,Bo Ying Compund,Lead,2.2,ppm,Eu Yan Sang International Limited,UNITED STATES,07/29/2014 12:00:00 AM,No
601,Dietary Supplement/Medications/Remedy,Laxmi Vilas Ras (Nardiya) (Ayurvedic),Arsenic,-1,ppm,Dabur,INDIA,09/20/2012 12:00:00 AM,No
913,Food-Spice,Chili Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,PAKISTAN,10/11/2013 12:00:00 AM,No
917,Food-Candy,Granulated candy packs,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,10/17/2013 12:00:00 AM,No
113,Food-Spice,Turmeric,Lead,5.5,ppm,Radhuni,BANGLADESH,04/18/2011 12:00:00 AM,No
1593,Dietary Supplement/Medications/Remedy,Shu Gan Wan (Poria & Peony Combo Extract),Lead,1.5,ppm,Lanzhou Traditional Herbs,CHINA,12/03/2015 12:00:00 AM,No
15,Food-Spice,Turmeric powder,Lead,610,ppm,UNKNOWN OR NOT STATED,BANGLADESH,01/21/2011 12:00:00 AM,No
1258,Food-Candy,Pulparindo,Lead,-1,ppm,CHUPALETAS SA,MEXICO,01/22/2015 12:00:00 AM,No
1548,Food-Spice,Turmeric powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/07/2015 12:00:00 AM,No
895,Food-Spice,Yellow mustard,Lead,-1,ppm,UNKNOWN OR NOT STATED,MALI,09/04/2013 12:00:00 AM,No
522,Paint Supplies,Studio Series Tempera,Lead,-1,ppm,Utrecht Manufacturing Corporation,UNITED STATES,06/23/2012 12:00:00 AM,No
227,Cosmetics,Surma,Lead,290000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,06/16/2011 12:00:00 AM,No
940,Food-Spice,Mixed spices,Lead,1,ppm,UNKNOWN OR NOT STATED,JORDAN,10/25/2013 12:00:00 AM,No
464,Jewelry,Necklace,Lead,17,ppm,UNKNOWN OR NOT STATED,MEXICO,05/16/2012 12:00:00 AM,No
1570,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Mercury,0.026,ppm,Lanzhou Traditional Herbs,CHINA,12/03/2015 12:00:00 AM,No
1050,Dietary Supplement/Medications/Remedy,Desenfriol Ito,Lead,-1,ppm,Desenfriol Ito,MEXICO,02/04/2014 12:00:00 AM,No
1527,Food Other,Chili Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/10/2015 12:00:00 AM,No
1274,Food-Spice,Cinnamon bark,Lead,4.9,ppm,UNKNOWN OR NOT STATED,PAKISTAN,02/19/2015 12:00:00 AM,No
1343,Religious powder,Festival Colors,Mercury,0.49,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/25/2015 12:00:00 AM,No
1302,Dietary Supplement/Medications/Remedy,Gaisantak Bati (Ayurvedic),Lead,3.1,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
52,Food-Spice,Turmeric powder,Lead,-1,ppm,National Foods Limited,PAKISTAN,03/16/2011 12:00:00 AM,No
1418,Dietary Supplement/Medications/Remedy,Saptamrit Lauh (Mulethi & Lauh) (Ayurvedic),Lead,22,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
261,Tableware/Pottery,Ceramic container,Lead,21000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/23/2011 12:00:00 AM,No
610,Toys/Children's Products,RoseArt Crayon,Lead,1.5,ppm,MEGA,UNKNOWN OR NOT STATED,10/05/2012 12:00:00 AM,No
1317,Dietary Supplement/Medications/Remedy,Arogyavardhini Bati (Ayurvedic),Arsenic,13,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
457,Food-Candy,Max Fruitacidas,Lead,-1,ppm,Colombina,COLOMBIA,05/14/2012 12:00:00 AM,No
153,Food-Spice,Kondari (Thyme),Lead,6.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/04/2011 12:00:00 AM,No
1443,Cosmetics,Kohl,Lead,460000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,03/10/2015 12:00:00 AM,No
155,Food-Spice,Khmeli- spice medley,Lead,13,ppm,UNKNOWN OR NOT STATED,GEORGIA,05/04/2011 12:00:00 AM,No
481,Food-Spice,Masala,Lead,0.76,ppm,UNKNOWN OR NOT STATED,UNITED STATES,05/31/2012 12:00:00 AM,No
222,Dietary Supplement/Medications/Remedy,Vatvidhwansan Ras (Ayurvedic),Lead,20000,ppm,Shree Baidyanath,INDIA,06/13/2011 12:00:00 AM,No
28,Tableware/Pottery,Clay pot,Cadmium,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/08/2011 12:00:00 AM,No
340,Food-Spice,Georgian spice,Lead,8.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/12/2011 12:00:00 AM,No
1532,Toys/Children's Products,Toy Fire Engine,Lead,23,ppm,Kintoy Die Casting Mfy Ltd,CHINA,09/21/2015 12:00:00 AM,No
344,Food-Candy,Candy (Special cantaloup),Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/13/2011 12:00:00 AM,No
1328,Dietary Supplement/Medications/Remedy,Agnitundi Bati (Ayurvedic),Mercury,14000,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
68,Food-Spice,Red chilli powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/29/2011 12:00:00 AM,No
1484,Food-Spice,Red Chili Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,04/11/2015 12:00:00 AM,No
416,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,04/05/2012 12:00:00 AM,No
497,Dietary Supplement/Medications/Remedy,Kanyalohadi Vati (Ayurvedic),Lead,5.9,ppm,Shri Yash Remedies,INDIA,06/07/2012 12:00:00 AM,No
526,Toys/Children's Products,Toy car,Lead,32,ppm,"Chrysler Group LLC,",CHINA,06/23/2012 12:00:00 AM,No
207,Food-Spice,Coriander seeds,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,06/03/2011 12:00:00 AM,No
991,Dietary Supplement/Medications/Remedy,Unlabeled capsules (Ayurvedic),Lead,6.2,ppm,UNKNOWN OR NOT STATED,INDIA,12/10/2013 12:00:00 AM,No
1361,Dietary Supplement/Medications/Remedy,Sariwadi Bati (Ayurvedic),Arsenic,17,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
1086,Cosmetics,Neoprosone-Gel,Mercury,-1,ppm,Technopharma Ltd,INDIA,04/01/2014 12:00:00 AM,No
1427,Religious powder,Holi Color - Orange,Mercury,-1,ppm,UNKNOWN OR NOT STATED,INDIA,02/25/2015 12:00:00 AM,No
356,Dietary Supplement/Medications/Remedy,Garbha Dharak Yog (Ayurvedic),Lead,110,ppm,Vyas Pharmaceuticals,INDIA,01/23/2012 12:00:00 AM,No
909,Food-Candy,Huevitos,Lead,-1,ppm,UNKNOWN OR NOT STATED,ECUADOR,09/25/2013 12:00:00 AM,No
1236,Toys/Children's Products,Honda Spocket,Lead,32,ppm,Mattel,THAILAND,12/09/2014 12:00:00 AM,No
774,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,03/29/2013 12:00:00 AM,No
1197,Food-Spice,Red Chili,Lead,0.64,ppm,UNKNOWN OR NOT STATED,PAKISTAN,08/22/2014 12:00:00 AM,No
63,Food-Spice,Georgian spice,Lead,0.7,ppm,UNKNOWN OR NOT STATED,GEORGIA,03/25/2011 12:00:00 AM,No
294,Food-Spice,Spice,Lead,0.76,ppm,UNKNOWN OR NOT STATED,UZBEKISTAN,09/08/2011 12:00:00 AM,No
805,Dietary Supplement/Medications/Remedy,Herbs (Albizzia Tea),Lead,3.7,ppm,Jiangyin Tianjiang Herbs work CO,CHINA,06/12/2013 12:00:00 AM,No
542,Food-Spice,Turmeric,Lead,0.67,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/27/2012 12:00:00 AM,No
629,Food-Spice,Sweet pepper,Lead,120,ppm,UNKNOWN OR NOT STATED,MOROCCO,10/22/2012 12:00:00 AM,No
1142,Dietary Supplement/Medications/Remedy,DPH Expectorant,Lead,-1,ppm,FEDERATED PHARMACEUTTICAL,JAMAICA,06/26/2014 12:00:00 AM,No
532,Toys/Children's Products,Toy,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/09/2012 12:00:00 AM,No
560,Food-Spice,Unlabeled spice,Lead,0.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/13/2012 12:00:00 AM,No
722,Food-Spice,Turmeric,Lead,640,ppm,UNKNOWN OR NOT STATED,BANGLADESH,02/20/2013 12:00:00 AM,No
1140,Dietary Supplement/Medications/Remedy,Sing-Lin Fritillary Bulb Extract,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,06/02/2014 12:00:00 AM,No
1209,Food Other,Fig,Lead,-1,ppm,UNKNOWN OR NOT STATED,TURKEY,09/10/2014 12:00:00 AM,No
686,Food Other,Orange food coloring,Lead,3.5,ppm,Preema International Limited,UNITED KINGDOM,12/18/2012 12:00:00 AM,No
1238,Toys/Children's Products,Painted wooden block,Lead,40,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/16/2014 12:00:00 AM,No
1043,Food-Spice,Clasico seasoning with lime,Lead,-1,ppm,Tajin,MEXICO,01/17/2014 12:00:00 AM,No
643,Religious powder,Sindoor,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/21/2012 12:00:00 AM,No
695,Food-Spice,Red Spice,Lead,0.25,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/11/2013 12:00:00 AM,No
1602,Toys/Children's Products,Crayon,Lead,2.9,ppm,UNKNOWN OR NOT STATED,INDIA,12/11/2015 12:00:00 AM,No
93,Food-Spice,Kinzi spice,Lead,-1,ppm,UNKNOWN OR NOT STATED,GEORGIA,04/07/2011 12:00:00 AM,No
1609,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Tian Wang Bu Xin Wan),Mercury,150,ppm,Lanzhou Traditional Herbs,CHINA,12/16/2015 12:00:00 AM,No
306,Food-Spice,Cumin,Lead,3.2,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/18/2011 12:00:00 AM,No
798,Dietary Supplement/Medications/Remedy,Aroma Natural,Lead,4,ppm,UNKNOWN OR NOT STATED,ECUADOR,06/07/2013 12:00:00 AM,No
381,Food Other,Browning Sauce,Lead,0.6,ppm,GRACE,JAMAICA,02/01/2012 12:00:00 AM,No
263,Dietary Supplement/Medications/Remedy,Phalasarpis (Ayurvedic),Lead,0.63,ppm,Ashtavaidyan Thaikkattu Mooss Vaidyaratnam Oushadh,INDIA,08/25/2011 12:00:00 AM,No
257,Food-Spice,Turmeric powder,Lead,6.7,ppm,Y.V.S. & Co.,INDIA,08/08/2011 12:00:00 AM,No
1347,Religious powder,Kumkuman,Lead,2.5,ppm,Y.V.S.,INDIA,02/25/2015 12:00:00 AM,No
426,Food-Candy,Pollito Alvbro Lollipop,Lead,-1,ppm,Pollito Alvbro S.A DE CV,MEXICO,04/11/2012 12:00:00 AM,No
430,Food-Spice,Paprika,Lead,250,ppm,UNKNOWN OR NOT STATED,GEORGIA,04/23/2012 12:00:00 AM,No
520,Toys/Children's Products,Chalk,Lead,3.2,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/23/2012 12:00:00 AM,No
1278,Jewelry,Amulet-black string,Lead,150,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/19/2015 12:00:00 AM,No
594,Other,Sofa cover,Lead,6.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/12/2012 12:00:00 AM,No
152,Food-Spice,Utskho (Fenugreak),Lead,34,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/04/2011 12:00:00 AM,No
34,Food-Spice,Coriander powder,Lead,-1,ppm,Square Consumer Products,BANGLADESH,03/05/2011 12:00:00 AM,No
1332,Dietary Supplement/Medications/Remedy,Chitrakadi Bati (Ayurvedic),Lead,4.7,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
1143,Dietary Supplement/Medications/Remedy,Keroglobin liquid vitamin,Lead,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,06/26/2014 12:00:00 AM,No
1619,Dietary Supplement/Medications/Remedy,Poria & Peony Combo Extract (Conc)/Shu Gan Wan,Arsenic,-1,ppm,Lanzhou Traditional Herbs,CHINA,12/16/2015 12:00:00 AM,No
81,Food-Spice,Ginger powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,MOROCCO,04/06/2011 12:00:00 AM,No
937,Food Other,Kundal,Lead,1.8,ppm,UNKNOWN OR NOT STATED,GEORGIA,10/25/2013 12:00:00 AM,No
1155,Dietary Supplement/Medications/Remedy,Bo Ying Compound,Lead,2.1,ppm,Eu Yan Sang International Limited,UNITED STATES,07/29/2014 12:00:00 AM,No
752,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Arsenic,-1,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,03/29/2013 12:00:00 AM,No
786,Dietary Supplement/Medications/Remedy,Sleep aid (Herbal capsules),Lead,1400,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/03/2013 12:00:00 AM,No
1067,Food Other,Spaghetti Sauce,Lead,-1,ppm,"Nuri-Asia, INC",UNKNOWN OR NOT STATED,03/25/2014 12:00:00 AM,No
1253,Food-Spice,Roasted lentil powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,01/15/2015 12:00:00 AM,No
709,Toys/Children's Products,Pacifier,Lead,2.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/02/2013 12:00:00 AM,No
574,Toys/Children's Products,Coloring chalk,Lead,0.56,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/04/2012 12:00:00 AM,No
1586,Dietary Supplement/Medications/Remedy,Shu Gan Wan (Poria & Peony Combo Extract),Arsenic,-1,ppm,Lanzhou Traditional Herbs,CHINA,12/03/2015 12:00:00 AM,No
65,Food-Spice,Cumin,Lead,-1,ppm,UNKNOWN OR NOT STATED,GEORGIA,03/25/2011 12:00:00 AM,No
894,Food Other,Red liquid for cooking,Lead,-1,ppm,UNKNOWN OR NOT STATED,MALI,09/04/2013 12:00:00 AM,No
814,Food-Spice,Orange powder,Lead,0.98,ppm,UNKNOWN OR NOT STATED,TOGO,06/17/2013 12:00:00 AM,No
982,Dietary Supplement/Medications/Remedy,Chandraprabah (Ayurvedic),Lead,16,ppm,Jaihind Pharmacy,INDIA,11/15/2013 12:00:00 AM,No
750,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Lead,-1,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,03/29/2013 12:00:00 AM,No
1088,Cosmetics,Hypprogel Body Cream,Mercury,-1,ppm,Picos,COTE D'IVOIRE,04/01/2014 12:00:00 AM,No
354,Cosmetics,Surma (Hashmi),Lead,600000,ppm,Hashimi,PAKISTAN,01/12/2012 12:00:00 AM,No
1367,Dietary Supplement/Medications/Remedy,Arogyawardhini Bati (Shilajeet&Kutki) (Ayurvedic),Arsenic,1.9,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
773,Food-Spice,Red Chili Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,03/29/2013 12:00:00 AM,No
