"Indicator","PUBLISH STATES","Year","WHO region","Country","Residence Area Type","Display Value","Numeric","Low","High","Comments"
"Population using at least basic sanitation services (%)","Published","2015","South-East Asia","Sri Lanka","Urban","93","92.67527","","",""
"Population using at least basic sanitation services (%)","Published","2016","South-East Asia","Sri Lanka","Rural","95","95.41207","","",""
"Population using at least basic sanitation services (%)","Published","2016","South-East Asia","Sri Lanka","Total","95","95.10703","","",""
"Population using at least basic sanitation services (%)","Published","2016","South-East Asia","Sri Lanka","Urban","94","93.74618","","",""
"Population using at least basic sanitation services (%)","Published","2017","South-East Asia","Sri Lanka","Rural","96","95.99858","","",""
"Population using at least basic sanitation services (%)","Published","2017","South-East Asia","Sri Lanka","Total","96","95.78172","","",""
"Population using at least basic sanitation services (%)","Published","2017","South-East Asia","Sri Lanka","Urban","95","94.81902","","",""
"Population using at least basic sanitation services (%)","Published","2000","Eastern Mediterranean","Sudan","Rural","11","11.00991","","",""
"Population using at least basic sanitation services (%)","Published","2000","Eastern Mediterranean","Sudan","Total","21","20.59194","","",""
"Population using at least basic sanitation services (%)","Published","2000","Eastern Mediterranean","Sudan","Urban","40","40.49763","","",""
"Population using at least basic sanitation services (%)","Published","2001","Eastern Mediterranean","Sudan","Rural","11","11.00991","","",""
"Population using at least basic sanitation services (%)","Published","2001","Eastern Mediterranean","Sudan","Total","21","20.60757","","",""
"Population using at least basic sanitation services (%)","Published","2001","Eastern Mediterranean","Sudan","Urban","40","40.49763","","",""
"Population using at least basic sanitation services (%)","Published","2002","Eastern Mediterranean","Sudan","Rural","11","11.00991","","",""
"Population using at least basic sanitation services (%)","Published","2002","Eastern Mediterranean","Sudan","Total","21","20.62320","","",""
"Population using at least basic sanitation services (%)","Published","2002","Eastern Mediterranean","Sudan","Urban","40","40.49763","","",""
"Population using at least basic sanitation services (%)","Published","2003","Eastern Mediterranean","Sudan","Rural","11","11.00991","","",""
"Population using at least basic sanitation services (%)","Published","2003","Eastern Mediterranean","Sudan","Total","21","20.63883","","",""
"Population using at least basic sanitation services (%)","Published","2003","Eastern Mediterranean","Sudan","Urban","40","40.49763","","",""
"Population using at least basic sanitation services (%)","Published","2004","Eastern Mediterranean","Sudan","Rural","11","11.00991","","",""
"Population using at least basic sanitation services (%)","Published","2004","Eastern Mediterranean","Sudan","Total","21","20.65446","","",""
"Population using at least basic sanitation services (%)","Published","2004","Eastern Mediterranean","Sudan","Urban","40","40.49763","","",""
"Population using at least basic sanitation services (%)","Published","2005","Eastern Mediterranean","Sudan","Rural","12","12.06234","","",""
"Population using at least basic sanitation services (%)","Published","2005","Eastern Mediterranean","Sudan","Total","22","21.85176","","",""
"Population using at least basic sanitation services (%)","Published","2005","Eastern Mediterranean","Sudan","Urban","42","41.94456","","",""
"Population using at least basic sanitation services (%)","Published","2006","Eastern Mediterranean","Sudan","Rural","13","13.11478","","",""
"Population using at least basic sanitation services (%)","Published","2006","Eastern Mediterranean","Sudan","Total","23","23.04947","","",""
"Population using at least basic sanitation services (%)","Published","2006","Eastern Mediterranean","Sudan","Urban","43","43.39148","","",""
"Population using at least basic sanitation services (%)","Published","2007","Eastern Mediterranean","Sudan","Rural","14","14.20287","","",""
"Population using at least basic sanitation services (%)","Published","2007","Eastern Mediterranean","Sudan","Total","24","24.32960","","",""
"Population using at least basic sanitation services (%)","Published","2007","Eastern Mediterranean","Sudan","Urban","45","45.01506","","",""
"Population using at least basic sanitation services (%)","Published","2008","Eastern Mediterranean","Sudan","Rural","15","15.29626","","",""
"Population using at least basic sanitation services (%)","Published","2008","Eastern Mediterranean","Sudan","Total","26","25.61761","","",""
"Population using at least basic sanitation services (%)","Published","2008","Eastern Mediterranean","Sudan","Urban","47","46.65003","","",""
"Population using at least basic sanitation services (%)","Published","2009","Eastern Mediterranean","Sudan","Rural","16","16.39495","","",""
"Population using at least basic sanitation services (%)","Published","2009","Eastern Mediterranean","Sudan","Total","27","26.92019","","",""
"Population using at least basic sanitation services (%)","Published","2009","Eastern Mediterranean","Sudan","Urban","48","48.29640","","",""
"Population using at least basic sanitation services (%)","Published","2010","Eastern Mediterranean","Sudan","Rural","17","17.49893","","",""
"Population using at least basic sanitation services (%)","Published","2010","Eastern Mediterranean","Sudan","Total","28","28.23804","","",""
"Population using at least basic sanitation services (%)","Published","2010","Eastern Mediterranean","Sudan","Urban","50","49.95417","","",""
"Population using at least basic sanitation services (%)","Published","2011","Eastern Mediterranean","Sudan","Rural","19","18.60821","","",""
"Population using at least basic sanitation services (%)","Published","2011","Eastern Mediterranean","Sudan","Total","30","29.57155","","",""
"Population using at least basic sanitation services (%)","Published","2011","Eastern Mediterranean","Sudan","Urban","52","51.62335","","",""
"Population using at least basic sanitation services (%)","Published","2012","Eastern Mediterranean","Sudan","Rural","20","19.72280","","",""
"Population using at least basic sanitation services (%)","Published","2012","Eastern Mediterranean","Sudan","Total","31","30.92076","","",""
"Population using at least basic sanitation services (%)","Published","2012","Eastern Mediterranean","Sudan","Urban","53","53.30392","","",""
"Population using at least basic sanitation services (%)","Published","2013","Eastern Mediterranean","Sudan","Rural","21","20.84267","","",""
"Population using at least basic sanitation services (%)","Published","2013","Eastern Mediterranean","Sudan","Total","32","32.28639","","",""
"Population using at least basic sanitation services (%)","Published","2013","Eastern Mediterranean","Sudan","Urban","55","54.99590","","",""
"Population using at least basic sanitation services (%)","Published","2014","Eastern Mediterranean","Sudan","Rural","22","21.96785","","",""
"Population using at least basic sanitation services (%)","Published","2014","Eastern Mediterranean","Sudan","Total","34","33.66852","","",""
"Population using at least basic sanitation services (%)","Published","2014","Eastern Mediterranean","Sudan","Urban","57","56.69927","","",""
"Population using at least basic sanitation services (%)","Published","2015","Eastern Mediterranean","Sudan","Rural","23","23.09832","","",""
"Population using at least basic sanitation services (%)","Published","2015","Eastern Mediterranean","Sudan","Total","35","35.06824","","",""
"Population using at least basic sanitation services (%)","Published","2015","Eastern Mediterranean","Sudan","Urban","58","58.41405","","",""
"Population using at least basic sanitation services (%)","Published","2016","Eastern Mediterranean","Sudan","Rural","24","24.23410","","",""
"Population using at least basic sanitation services (%)","Published","2016","Eastern Mediterranean","Sudan","Total","36","36.48563","","",""
"Population using at least basic sanitation services (%)","Published","2016","Eastern Mediterranean","Sudan","Urban","60","60.14022","","",""
"Population using at least basic sanitation services (%)","Published","2017","Eastern Mediterranean","Sudan","Rural","24","24.23410","","",""
"Population using at least basic sanitation services (%)","Published","2017","Eastern Mediterranean","Sudan","Total","37","36.57503","","",""
"Population using at least basic sanitation services (%)","Published","2017","Eastern Mediterranean","Sudan","Urban","60","60.14022","","",""
"Population using at least basic sanitation services (%)","Published","2000","Americas","Suriname","Rural","59","59.21374","","",""
"Population using at least basic sanitation services (%)","Published","2000","Americas","Suriname","Total","79","79.19131","","",""
"Population using at least basic sanitation services (%)","Published","2000","Americas","Suriname","Urban","89","89.28052","","",""
"Population using at least basic sanitation services (%)","Published","2001","Americas","Suriname","Rural","60","60.13176","","",""
"Population using at least basic sanitation services (%)","Published","2001","Americas","Suriname","Total","80","79.52583","","",""
"Population using at least basic sanitation services (%)","Published","2001","Americas","Suriname","Urban","89","89.28833","","",""
"Population using at least basic sanitation services (%)","Published","2002","Americas","Suriname","Rural","61","61.04978","","",""
"Population using at least basic sanitation services (%)","Published","2002","Americas","Suriname","Total","80","79.85931","","",""
"Population using at least basic sanitation services (%)","Published","2002","Americas","Suriname","Urban","89","89.29614","","",""
"Population using at least basic sanitation services (%)","Published","2003","Americas","Suriname","Rural","62","61.96780","","",""
"Population using at least basic sanitation services (%)","Published","2003","Americas","Suriname","Total","80","80.19117","","",""
"Population using at least basic sanitation services (%)","Published","2003","Americas","Suriname","Urban","89","89.30396","","",""
"Population using at least basic sanitation services (%)","Published","2004","Americas","Suriname","Rural","63","62.88581","","",""
"Population using at least basic sanitation services (%)","Published","2004","Americas","Suriname","Total","81","80.52171","","",""
"Population using at least basic sanitation services (%)","Published","2004","Americas","Suriname","Urban","89","89.31176","","",""
"Population using at least basic sanitation services (%)","Published","2005","Americas","Suriname","Rural","64","63.80383","","",""
"Population using at least basic sanitation services (%)","Published","2005","Americas","Suriname","Total","81","80.81824","","",""
"Population using at least basic sanitation services (%)","Published","2005","Americas","Suriname","Urban","89","89.31957","","",""
"Population using at least basic sanitation services (%)","Published","2006","Americas","Suriname","Rural","65","64.72186","","",""
"Population using at least basic sanitation services (%)","Published","2006","Americas","Suriname","Total","81","81.11282","","",""
"Population using at least basic sanitation services (%)","Published","2006","Americas","Suriname","Urban","89","89.32738","","",""
"Population using at least basic sanitation services (%)","Published","2007","Americas","Suriname","Rural","66","65.63987","","",""
"Population using at least basic sanitation services (%)","Published","2007","Americas","Suriname","Total","81","81.40840","","",""
"Population using at least basic sanitation services (%)","Published","2007","Americas","Suriname","Urban","89","89.33520","","",""
"Population using at least basic sanitation services (%)","Published","2008","Americas","Suriname","Rural","67","66.55789","","",""
"Population using at least basic sanitation services (%)","Published","2008","Americas","Suriname","Total","82","81.70521","","",""
"Population using at least basic sanitation services (%)","Published","2008","Americas","Suriname","Urban","89","89.34301","","",""
"Population using at least basic sanitation services (%)","Published","2009","Americas","Suriname","Rural","67","67.47591","","",""
"Population using at least basic sanitation services (%)","Published","2009","Americas","Suriname","Total","82","82.00347","","",""
"Population using at least basic sanitation services (%)","Published","2009","Americas","Suriname","Urban","89","89.35082","","",""
"Population using at least basic sanitation services (%)","Published","2010","Americas","Suriname","Rural","68","68.39393","","",""
"Population using at least basic sanitation services (%)","Published","2010","Americas","Suriname","Total","82","82.30275","","",""
"Population using at least basic sanitation services (%)","Published","2010","Americas","Suriname","Urban","89","89.35863","","",""
"Population using at least basic sanitation services (%)","Published","2011","Americas","Suriname","Rural","69","69.31194","","",""
"Population using at least basic sanitation services (%)","Published","2011","Americas","Suriname","Total","83","82.60326","","",""
"Population using at least basic sanitation services (%)","Published","2011","Americas","Suriname","Urban","89","89.36644","","",""
"Population using at least basic sanitation services (%)","Published","2012","Americas","Suriname","Rural","70","70.22997","","",""
"Population using at least basic sanitation services (%)","Published","2012","Americas","Suriname","Total","83","82.90501","","",""
"Population using at least basic sanitation services (%)","Published","2012","Americas","Suriname","Urban","89","89.37425","","",""
"Population using at least basic sanitation services (%)","Published","2013","Americas","Suriname","Rural","71","71.14798","","",""
"Population using at least basic sanitation services (%)","Published","2013","Americas","Suriname","Total","83","83.20800","","",""
"Population using at least basic sanitation services (%)","Published","2013","Americas","Suriname","Urban","89","89.38206","","",""
"Population using at least basic sanitation services (%)","Published","2014","Americas","Suriname","Rural","72","72.06600","","",""
"Population using at least basic sanitation services (%)","Published","2014","Americas","Suriname","Total","84","83.51517","","",""
"Population using at least basic sanitation services (%)","Published","2014","Americas","Suriname","Urban","89","89.38988","","",""
"Population using at least basic sanitation services (%)","Published","2015","Americas","Suriname","Rural","73","72.98402","","",""
"Population using at least basic sanitation services (%)","Published","2015","Americas","Suriname","Total","84","83.82623","","",""
"Population using at least basic sanitation services (%)","Published","2015","Americas","Suriname","Urban","89","89.39768","","",""
"Population using at least basic sanitation services (%)","Published","2016","Americas","Suriname","Rural","74","73.90204","","",""
"Population using at least basic sanitation services (%)","Published","2016","Americas","Suriname","Total","84","84.14052","","",""
"Population using at least basic sanitation services (%)","Published","2016","Americas","Suriname","Urban","89","89.40549","","",""
"Population using at least basic sanitation services (%)","Published","2017","Americas","Suriname","Rural","75","74.82006","","",""
"Population using at least basic sanitation services (%)","Published","2017","Americas","Suriname","Total","84","84.45758","","",""
"Population using at least basic sanitation services (%)","Published","2017","Americas","Suriname","Urban","89","89.41331","","",""
"Population using at least basic sanitation services (%)","Published","2000","Europe","Sweden","Rural","100","99.65000","","",""
"Population using at least basic sanitation services (%)","Published","2000","Europe","Sweden","Total","99","99.31390","","",""
"Population using at least basic sanitation services (%)","Published","2000","Europe","Sweden","Urban","99","99.25000","","",""
"Population using at least basic sanitation services (%)","Published","2001","Europe","Sweden","Rural","100","99.65000","","",""
"Population using at least basic sanitation services (%)","Published","2001","Europe","Sweden","Total","99","99.31371","","",""
"Population using at least basic sanitation services (%)","Published","2001","Europe","Sweden","Urban","99","99.25000","","",""
"Population using at least basic sanitation services (%)","Published","2002","Europe","Sweden","Rural","100","99.65000","","",""
"Population using at least basic sanitation services (%)","Published","2002","Europe","Sweden","Total","99","99.31347","","",""
"Population using at least basic sanitation services (%)","Published","2002","Europe","Sweden","Urban","99","99.25000","","",""
"Population using at least basic sanitation services (%)","Published","2003","Europe","Sweden","Rural","100","99.65000","","",""
"Population using at least basic sanitation services (%)","Published","2003","Europe","Sweden","Total","99","99.31322","","",""
"Population using at least basic sanitation services (%)","Published","2003","Europe","Sweden","Urban","99","99.25000","","",""
"Population using at least basic sanitation services (%)","Published","2004","Europe","Sweden","Rural","100","99.65000","","",""
"Population using at least basic sanitation services (%)","Published","2004","Europe","Sweden","Total","99","99.31297","","",""
"Population using at least basic sanitation services (%)","Published","2004","Europe","Sweden","Urban","99","99.25000","","",""
"Population using at least basic sanitation services (%)","Published","2005","Europe","Sweden","Rural","100","99.65000","","",""
"Population using at least basic sanitation services (%)","Published","2005","Europe","Sweden","Total","99","99.31272","","",""
"Population using at least basic sanitation services (%)","Published","2005","Europe","Sweden","Urban","99","99.25000","","",""
"Population using at least basic sanitation services (%)","Published","2006","Europe","Sweden","Rural","100","99.65000","","",""
"Population using at least basic sanitation services (%)","Published","2006","Europe","Sweden","Total","99","99.31228","","",""
"Population using at least basic sanitation services (%)","Published","2006","Europe","Sweden","Urban","99","99.25000","","",""
"Population using at least basic sanitation services (%)","Published","2007","Europe","Sweden","Rural","100","99.65000","","",""
"Population using at least basic sanitation services (%)","Published","2007","Europe","Sweden","Total","99","99.31165","","",""
"Population using at least basic sanitation services (%)","Published","2007","Europe","Sweden","Urban","99","99.25000","","",""
"Population using at least basic sanitation services (%)","Published","2008","Europe","Sweden","Rural","100","99.65000","","",""
"Population using at least basic sanitation services (%)","Published","2008","Europe","Sweden","Total","99","99.31101","","",""
"Population using at least basic sanitation services (%)","Published","2008","Europe","Sweden","Urban","99","99.25000","","",""
"Population using at least basic sanitation services (%)","Published","2009","Europe","Sweden","Rural","100","99.65000","","",""
"Population using at least basic sanitation services (%)","Published","2009","Europe","Sweden","Total","99","99.31039","","",""
"Population using at least basic sanitation services (%)","Published","2009","Europe","Sweden","Urban","99","99.25000","","",""
"Population using at least basic sanitation services (%)","Published","2010","Europe","Sweden","Rural","100","99.65000","","",""
"Population using at least basic sanitation services (%)","Published","2010","Europe","Sweden","Total","99","99.30978","","",""
"Population using at least basic sanitation services (%)","Published","2010","Europe","Sweden","Urban","99","99.25000","","",""
"Population using at least basic sanitation services (%)","Published","2011","Europe","Sweden","Rural","100","99.65000","","",""
"Population using at least basic sanitation services (%)","Published","2011","Europe","Sweden","Total","99","99.30881","","",""
"Population using at least basic sanitation services (%)","Published","2011","Europe","Sweden","Urban","99","99.25000","","",""
"Population using at least basic sanitation services (%)","Published","2012","Europe","Sweden","Rural","100","99.64994","","",""
"Population using at least basic sanitation services (%)","Published","2012","Europe","Sweden","Total","99","99.30747","","",""
"Population using at least basic sanitation services (%)","Published","2012","Europe","Sweden","Urban","99","99.24996","","",""
"Population using at least basic sanitation services (%)","Published","2013","Europe","Sweden","Rural","100","99.64893","","",""
"Population using at least basic sanitation services (%)","Published","2013","Europe","Sweden","Total","99","99.30504","","",""
"Population using at least basic sanitation services (%)","Published","2013","Europe","Sweden","Urban","99","99.24876","","",""
"Population using at least basic sanitation services (%)","Published","2014","Europe","Sweden","Rural","100","99.64791","","",""
"Population using at least basic sanitation services (%)","Published","2014","Europe","Sweden","Total","99","99.30263","","",""
"Population using at least basic sanitation services (%)","Published","2014","Europe","Sweden","Urban","99","99.24757","","",""
"Population using at least basic sanitation services (%)","Published","2015","Europe","Sweden","Rural","100","99.64690","","",""
"Population using at least basic sanitation services (%)","Published","2015","Europe","Sweden","Total","99","99.30024","","",""
"Population using at least basic sanitation services (%)","Published","2015","Europe","Sweden","Urban","99","99.24638","","",""
"Population using at least basic sanitation services (%)","Published","2016","Europe","Sweden","Rural","100","99.64588","","",""
"Population using at least basic sanitation services (%)","Published","2016","Europe","Sweden","Total","99","99.29787","","",""
"Population using at least basic sanitation services (%)","Published","2016","Europe","Sweden","Urban","99","99.24519","","",""
"Population using at least basic sanitation services (%)","Published","2017","Europe","Sweden","Rural","100","99.64487","","",""
"Population using at least basic sanitation services (%)","Published","2017","Europe","Sweden","Total","99","99.29552","","",""
"Population using at least basic sanitation services (%)","Published","2017","Europe","Sweden","Urban","99","99.24399","","",""
"Population using at least basic sanitation services (%)","Published","2000","Europe","Switzerland","Rural","100","99.89980","","",""
"Population using at least basic sanitation services (%)","Published","2000","Europe","Switzerland","Total","100","99.89987","","",""
"Population using at least basic sanitation services (%)","Published","2000","Europe","Switzerland","Urban","100","99.89990","","",""
"Population using at least basic sanitation services (%)","Published","2001","Europe","Switzerland","Rural","100","99.89903","","",""
"Population using at least basic sanitation services (%)","Published","2001","Europe","Switzerland","Total","100","99.89967","","",""
"Population using at least basic sanitation services (%)","Published","2001","Europe","Switzerland","Urban","100","99.89990","","",""
"Population using at least basic sanitation services (%)","Published","2002","Europe","Switzerland","Rural","100","99.89667","","",""
"Population using at least basic sanitation services (%)","Published","2002","Europe","Switzerland","Total","100","99.89904","","",""
"Population using at least basic sanitation services (%)","Published","2002","Europe","Switzerland","Urban","100","99.89990","","",""
"Population using at least basic sanitation services (%)","Published","2003","Europe","Switzerland","Rural","100","99.89431","","",""
"Population using at least basic sanitation services (%)","Published","2003","Europe","Switzerland","Total","100","99.89841","","",""
"Population using at least basic sanitation services (%)","Published","2003","Europe","Switzerland","Urban","100","99.89990","","",""
"Population using at least basic sanitation services (%)","Published","2004","Europe","Switzerland","Rural","100","99.89194","","",""
"Population using at least basic sanitation services (%)","Published","2004","Europe","Switzerland","Total","100","99.89779","","",""
"Population using at least basic sanitation services (%)","Published","2004","Europe","Switzerland","Urban","100","99.89990","","",""
"Population using at least basic sanitation services (%)","Published","2005","Europe","Switzerland","Rural","100","99.88958","","",""
"Population using at least basic sanitation services (%)","Published","2005","Europe","Switzerland","Total","100","99.89716","","",""
"Population using at least basic sanitation services (%)","Published","2005","Europe","Switzerland","Urban","100","99.89990","","",""
"Population using at least basic sanitation services (%)","Published","2006","Europe","Switzerland","Rural","100","99.88721","","",""
"Population using at least basic sanitation services (%)","Published","2006","Europe","Switzerland","Total","100","99.89654","","",""
"Population using at least basic sanitation services (%)","Published","2006","Europe","Switzerland","Urban","100","99.89990","","",""
"Population using at least basic sanitation services (%)","Published","2007","Europe","Switzerland","Rural","100","99.88485","","",""
"Population using at least basic sanitation services (%)","Published","2007","Europe","Switzerland","Total","100","99.89591","","",""
"Population using at least basic sanitation services (%)","Published","2007","Europe","Switzerland","Urban","100","99.89990","","",""
"Population using at least basic sanitation services (%)","Published","2008","Europe","Switzerland","Rural","100","99.88249","","",""
"Population using at least basic sanitation services (%)","Published","2008","Europe","Switzerland","Total","100","99.89529","","",""
"Population using at least basic sanitation services (%)","Published","2008","Europe","Switzerland","Urban","100","99.89990","","",""
"Population using at least basic sanitation services (%)","Published","2009","Europe","Switzerland","Rural","100","99.88013","","",""
"Population using at least basic sanitation services (%)","Published","2009","Europe","Switzerland","Total","100","99.89468","","",""
"Population using at least basic sanitation services (%)","Published","2009","Europe","Switzerland","Urban","100","99.89990","","",""
"Population using at least basic sanitation services (%)","Published","2010","Europe","Switzerland","Rural","100","99.87776","","",""
"Population using at least basic sanitation services (%)","Published","2010","Europe","Switzerland","Total","100","99.89406","","",""
"Population using at least basic sanitation services (%)","Published","2010","Europe","Switzerland","Urban","100","99.89990","","",""
"Population using at least basic sanitation services (%)","Published","2011","Europe","Switzerland","Rural","100","99.87540","","",""
"Population using at least basic sanitation services (%)","Published","2011","Europe","Switzerland","Total","100","99.89344","","",""
"Population using at least basic sanitation services (%)","Published","2011","Europe","Switzerland","Urban","100","99.89990","","",""
"Population using at least basic sanitation services (%)","Published","2012","Europe","Switzerland","Rural","100","99.87304","","",""
"Population using at least basic sanitation services (%)","Published","2012","Europe","Switzerland","Total","100","99.89282","","",""
"Population using at least basic sanitation services (%)","Published","2012","Europe","Switzerland","Urban","100","99.89990","","",""
"Population using at least basic sanitation services (%)","Published","2013","Europe","Switzerland","Rural","100","99.87067","","",""
"Population using at least basic sanitation services (%)","Published","2013","Europe","Switzerland","Total","100","99.89220","","",""
"Population using at least basic sanitation services (%)","Published","2013","Europe","Switzerland","Urban","100","99.89990","","",""
"Population using at least basic sanitation services (%)","Published","2014","Europe","Switzerland","Rural","100","99.86831","","",""
"Population using at least basic sanitation services (%)","Published","2014","Europe","Switzerland","Total","100","99.89159","","",""
"Population using at least basic sanitation services (%)","Published","2014","Europe","Switzerland","Urban","100","99.89990","","",""
"Population using at least basic sanitation services (%)","Published","2015","Europe","Switzerland","Rural","100","99.86594","","",""
"Population using at least basic sanitation services (%)","Published","2015","Europe","Switzerland","Total","100","99.89098","","",""
"Population using at least basic sanitation services (%)","Published","2015","Europe","Switzerland","Urban","100","99.89990","","",""
"Population using at least basic sanitation services (%)","Published","2016","Europe","Switzerland","Rural","100","99.86359","","",""
"Population using at least basic sanitation services (%)","Published","2016","Europe","Switzerland","Total","100","99.89037","","",""
"Population using at least basic sanitation services (%)","Published","2016","Europe","Switzerland","Urban","100","99.89990","","",""
"Population using at least basic sanitation services (%)","Published","2017","Europe","Switzerland","Rural","100","99.86359","","",""
"Population using at least basic sanitation services (%)","Published","2017","Europe","Switzerland","Total","100","99.89037","","",""
"Population using at least basic sanitation services (%)","Published","2017","Europe","Switzerland","Urban","100","99.89990","","",""
"Population using at least basic sanitation services (%)","Published","2000","Eastern Mediterranean","Syrian Arab Republic","Rural","88","88.40764","","",""
"Population using at least basic sanitation services (%)","Published","2000","Eastern Mediterranean","Syrian Arab Republic","Total","93","92.58467","","",""
"Population using at least basic sanitation services (%)","Published","2000","Eastern Mediterranean","Syrian Arab Republic","Urban","96","96.44860","","",""
"Population using at least basic sanitation services (%)","Published","2001","Eastern Mediterranean","Syrian Arab Republic","Rural","89","88.72065","","",""
"Population using at least basic sanitation services (%)","Published","2001","Eastern Mediterranean","Syrian Arab Republic","Total","93","92.78147","","",""
"Population using at least basic sanitation services (%)","Published","2001","Eastern Mediterranean","Syrian Arab Republic","Urban","96","96.48304","","",""
"Population using at least basic sanitation services (%)","Published","2002","Eastern Mediterranean","Syrian Arab Republic","Rural","89","89.03366","","",""
"Population using at least basic sanitation services (%)","Published","2002","Eastern Mediterranean","Syrian Arab Republic","Total","93","92.97629","","",""
"Population using at least basic sanitation services (%)","Published","2002","Eastern Mediterranean","Syrian Arab Republic","Urban","97","96.51749","","",""
"Population using at least basic sanitation services (%)","Published","2003","Eastern Mediterranean","Syrian Arab Republic","Rural","89","89.34667","","",""
"Population using at least basic sanitation services (%)","Published","2003","Eastern Mediterranean","Syrian Arab Republic","Total","93","93.16899","","",""
"Population using at least basic sanitation services (%)","Published","2003","Eastern Mediterranean","Syrian Arab Republic","Urban","97","96.55193","","",""
"Population using at least basic sanitation services (%)","Published","2004","Eastern Mediterranean","Syrian Arab Republic","Rural","90","89.65968","","",""
"Population using at least basic sanitation services (%)","Published","2004","Eastern Mediterranean","Syrian Arab Republic","Total","93","93.35971","","",""
"Population using at least basic sanitation services (%)","Published","2004","Eastern Mediterranean","Syrian Arab Republic","Urban","97","96.58637","","",""
"Population using at least basic sanitation services (%)","Published","2005","Eastern Mediterranean","Syrian Arab Republic","Rural","90","89.76923","","",""
"Population using at least basic sanitation services (%)","Published","2005","Eastern Mediterranean","Syrian Arab Republic","Total","93","93.23076","","",""
"Population using at least basic sanitation services (%)","Published","2005","Eastern Mediterranean","Syrian Arab Republic","Urban","96","96.20545","","",""
"Population using at least basic sanitation services (%)","Published","2006","Eastern Mediterranean","Syrian Arab Republic","Rural","90","89.87737","","",""
"Population using at least basic sanitation services (%)","Published","2006","Eastern Mediterranean","Syrian Arab Republic","Total","93","93.09737","","",""
"Population using at least basic sanitation services (%)","Published","2006","Eastern Mediterranean","Syrian Arab Republic","Urban","96","95.82424","","",""
"Population using at least basic sanitation services (%)","Published","2007","Eastern Mediterranean","Syrian Arab Republic","Rural","90","89.98410","","",""
"Population using at least basic sanitation services (%)","Published","2007","Eastern Mediterranean","Syrian Arab Republic","Total","93","92.95966","","",""
"Population using at least basic sanitation services (%)","Published","2007","Eastern Mediterranean","Syrian Arab Republic","Urban","95","95.44273","","",""
"Population using at least basic sanitation services (%)","Published","2008","Eastern Mediterranean","Syrian Arab Republic","Rural","90","90.08941","","",""
"Population using at least basic sanitation services (%)","Published","2008","Eastern Mediterranean","Syrian Arab Republic","Total","93","92.81753","","",""
"Population using at least basic sanitation services (%)","Published","2008","Eastern Mediterranean","Syrian Arab Republic","Urban","95","95.06092","","",""
"Population using at least basic sanitation services (%)","Published","2009","Eastern Mediterranean","Syrian Arab Republic","Rural","90","90.19330","","",""
"Population using at least basic sanitation services (%)","Published","2009","Eastern Mediterranean","Syrian Arab Republic","Total","93","92.67097","","",""
"Population using at least basic sanitation services (%)","Published","2009","Eastern Mediterranean","Syrian Arab Republic","Urban","95","94.67882","","",""
"Population using at least basic sanitation services (%)","Published","2010","Eastern Mediterranean","Syrian Arab Republic","Rural","90","90.29578","","",""
"Population using at least basic sanitation services (%)","Published","2010","Eastern Mediterranean","Syrian Arab Republic","Total","93","92.52013","","",""
"Population using at least basic sanitation services (%)","Published","2010","Eastern Mediterranean","Syrian Arab Republic","Urban","94","94.29642","","",""
"Population using at least basic sanitation services (%)","Published","2011","Eastern Mediterranean","Syrian Arab Republic","Rural","90","90.39684","","",""
"Population using at least basic sanitation services (%)","Published","2011","Eastern Mediterranean","Syrian Arab Republic","Total","92","92.31636","","",""
"Population using at least basic sanitation services (%)","Published","2011","Eastern Mediterranean","Syrian Arab Republic","Urban","94","93.91373","","",""
"Population using at least basic sanitation services (%)","Published","2012","Eastern Mediterranean","Syrian Arab Republic","Rural","90","90.49648","","",""
"Population using at least basic sanitation services (%)","Published","2012","Eastern Mediterranean","Syrian Arab Republic","Total","92","92.11617","","",""
"Population using at least basic sanitation services (%)","Published","2012","Eastern Mediterranean","Syrian Arab Republic","Urban","94","93.52082","","",""
"Population using at least basic sanitation services (%)","Published","2013","Eastern Mediterranean","Syrian Arab Republic","Rural","91","90.59471","","",""
"Population using at least basic sanitation services (%)","Published","2013","Eastern Mediterranean","Syrian Arab Republic","Total","92","91.91312","","",""
"Population using at least basic sanitation services (%)","Published","2013","Eastern Mediterranean","Syrian Arab Republic","Urban","93","93.10458","","",""
"Population using at least basic sanitation services (%)","Published","2014","Eastern Mediterranean","Syrian Arab Republic","Rural","91","90.69153","","",""
"Population using at least basic sanitation services (%)","Published","2014","Eastern Mediterranean","Syrian Arab Republic","Total","92","91.71989","","",""
"Population using at least basic sanitation services (%)","Published","2014","Eastern Mediterranean","Syrian Arab Republic","Urban","93","92.68835","","",""
"Population using at least basic sanitation services (%)","Published","2015","Eastern Mediterranean","Syrian Arab Republic","Rural","91","90.78693","","",""
"Population using at least basic sanitation services (%)","Published","2015","Eastern Mediterranean","Syrian Arab Republic","Total","92","91.56172","","",""
"Population using at least basic sanitation services (%)","Published","2015","Eastern Mediterranean","Syrian Arab Republic","Urban","92","92.27211","","",""
"Population using at least basic sanitation services (%)","Published","2016","Eastern Mediterranean","Syrian Arab Republic","Rural","91","90.88091","","",""
"Population using at least basic sanitation services (%)","Published","2016","Eastern Mediterranean","Syrian Arab Republic","Total","91","91.39603","","",""
"Population using at least basic sanitation services (%)","Published","2016","Eastern Mediterranean","Syrian Arab Republic","Urban","92","91.85587","","",""
